mirnet,mir_id,mir_acc,symbol,embl,entrez,experiment,pmid
mirnet-hsa-525,hsa-mir-29b,MIMAT0000100,TCL1A,ENSG00000100721,8115,Western blot,17178851
mirnet-hsa-526,hsa-mir-29b,MIMAT0000100,MCL1,ENSG00000143384,4170,Immunofluorescence,17404574
mirnet-hsa-527,hsa-mir-29b,MIMAT0000100,BACE1,ENSG00000186318,23621,Western blot,18434550
mirnet-hsa-528,hsa-mir-29b,MIMAT0000100,DNMT3A,ENSG00000119772,1788,other,17890317
mirnet-hsa-529,hsa-mir-29b,MIMAT0000100,DNMT3B,ENSG00000088305,1789,other,17890317
mirnet-hsa-530,hsa-mir-29b,MIMAT0000100,CDC42,ENSG00000070831,998,Western blot,19079265
mirnet-hsa-531,hsa-mir-29b,MIMAT0000100,PIK3R1,ENSG00000145675,5295,Western blot,19079265
mirnet-hsa-532,hsa-mir-29b,MIMAT0000100,DNMT3A,ENSG00000119772,1788,Western blot,19211935
mirnet-hsa-533,hsa-mir-29b,MIMAT0000100,SP1,ENSG00000185591,6667,other,19211935
mirnet-hsa-534,hsa-mir-29b,MIMAT0000100,DNMT3B,ENSG00000088305,1789,Western blot,19211935
mirnet-hsa-535,hsa-mir-29b,MIMAT0000100,COL3A1,ENSG00000168542,1281,other,20201077
mirnet-hsa-536,hsa-mir-29b,MIMAT0000100,COL1A1,ENSG00000108821,1277,Western blot,19913496
mirnet-hsa-537,hsa-mir-29b,MIMAT0000100,SP1,ENSG00000185591,6667,Western blot,19913496
mirnet-hsa-538,hsa-mir-29b,MIMAT0000100,MCL1,ENSG00000143384,4170,Western blot,19850741
mirnet-hsa-539,hsa-mir-29b,MIMAT0000100,CXXC6,NA,NA,Western blot,19850741
mirnet-hsa-540,hsa-mir-29b,MIMAT0000100,CDK6,ENSG00000105810,1021,Western blot,19850741
mirnet-hsa-541,hsa-mir-29b,MIMAT0000100,col2a1,NA,NA,Western blot,21665270
mirnet-hsa-542,hsa-mir-29b,MIMAT0000100,MMP-2,NA,NA,other,21793034
mirnet-hsa-543,hsa-mir-29b,MIMAT0000100,DNAJB11,ENSG00000090520,51726,other,17637574
mirnet-hsa-544,hsa-mir-29b,MIMAT0000100,SFPQ,ENSG00000116560,6421,other,17637574
mirnet-hsa-545,hsa-mir-103,MIMAT0000101,FBXW11,ENSG00000072803,23291,other,15131085
mirnet-hsa-546,hsa-mir-103,MIMAT0000101,ICOS,ENSG00000163600,29851,other,18172933
mirnet-hsa-547,hsa-mir-103,MIMAT0000101,SERBP1,ENSG00000142864,26135,other,17637574
mirnet-hsa-548,hsa-mir-103,MIMAT0000101,CCNE1,ENSG00000105173,898,other,20886090
mirnet-hsa-549,hsa-mir-103,MIMAT0000101,CREB1,ENSG00000118260,1385,other,20886090
mirnet-hsa-550,hsa-mir-103,MIMAT0000101,CDK2,ENSG00000123374,1017,other,20886090
mirnet-hsa-551,hsa-mir-105,MIMAT0000102,TLR2,ENSG00000137462,7097,Western blot,19509287
mirnet-hsa-552,hsa-mir-106a,MIMAT0000103,RB1,ENSG00000139687,5925,activity assay,16461460
mirnet-hsa-553,hsa-mir-106a,MIMAT0000103,RUNX1,ENSG00000159216,861,Western blot,17589498
mirnet-hsa-554,hsa-mir-106a,MIMAT0000103,APP,ENSG00000142192,351,Western blot,18684319
mirnet-hsa-555,hsa-mir-106a,MIMAT0000103,CDKN1A,ENSG00000124762,1026,Western blot,19782699
mirnet-hsa-556,hsa-mir-106a,MIMAT0000103,RB1,ENSG00000139687,5925,Western blot,20889678
mirnet-hsa-557,hsa-mir-106a,MIMAT0000103,VEGFA,ENSG00000112715,7422,other,18320040
mirnet-hsa-558,hsa-mir-107,MIMAT0000104,BACE1,ENSG00000186318,23621,other,18234899
mirnet-hsa-559,hsa-mir-107,MIMAT0000104,SERBP1,ENSG00000142864,26135,other,17637574
mirnet-hsa-560,hsa-mir-107,MIMAT0000104,AGO1,ENSG00000092847,26523,Western blot,20042474
mirnet-hsa-561,hsa-mir-107,MIMAT0000104,AGO2,ENSG00000123908,27161,Western blot,20042474
mirnet-hsa-562,hsa-mir-107,MIMAT0000104,AGO3,ENSG00000126070,192669,Western blot,20042474
mirnet-hsa-563,hsa-mir-107,MIMAT0000104,CCNE1,ENSG00000105173,898,other,19688090
mirnet-hsa-564,hsa-mir-107,MIMAT0000104,CDK6,ENSG00000105810,1021,Western blot,19688090
mirnet-hsa-565,hsa-mir-107,MIMAT0000104,CDCA4,ENSG00000170779,55038,other,19688090
mirnet-hsa-566,hsa-mir-107,MIMAT0000104,RAB1B,ENSG00000174903,81876,other,19688090
mirnet-hsa-567,hsa-mir-107,MIMAT0000104,CRKL,ENSG00000099942,1399,other,19688090
mirnet-hsa-568,hsa-mir-107,MIMAT0000104,PLAG1,ENSG00000181690,5324,other,19692702
mirnet-hsa-569,hsa-mir-107,MIMAT0000104,DICER1,ENSG00000100697,23405,Western blot,21029372
mirnet-hsa-570,hsa-mir-192,MIMAT0000222,DHFR,ENSG00000228716,1719,Western blot,19088023
mirnet-hsa-571,hsa-mir-192,MIMAT0000222,WNK1,ENSG00000060237,65125,Western blot,20813867
mirnet-hsa-572,hsa-mir-192,MIMAT0000222,RB1,ENSG00000139687,5925,Western blot,21511813
mirnet-hsa-573,hsa-mir-196a,MIMAT0000226,HOXB8,ENSG00000120068,3218,other,15105502
mirnet-hsa-574,hsa-mir-196a,MIMAT0000226,HOXC8,ENSG00000037965,3224,other,15105502
mirnet-hsa-575,hsa-mir-196a,MIMAT0000226,HOXD8,ENSG00000175879,3234,other,15105502
mirnet-hsa-576,hsa-mir-196a,MIMAT0000226,HOXA7,ENSG00000122592,3204,other,15105502
mirnet-hsa-577,hsa-mir-196a,MIMAT0000226,IKBKB,ENSG00000104365,3551,Western blot,18408758
mirnet-hsa-578,hsa-mir-196a,MIMAT0000226,HOXB8,ENSG00000120068,3218,Western blot,17150553
mirnet-hsa-579,hsa-mir-196a,MIMAT0000226,ANXA1,ENSG00000135046,301,Western blot,18663355
mirnet-hsa-580,hsa-mir-196a,MIMAT0000226,HOXC8,ENSG00000037965,3224,Western blot,19063684
mirnet-hsa-581,hsa-mir-196a,MIMAT0000226,KRT5,ENSG00000186081,3852,other,19342367
mirnet-hsa-582,hsa-mir-196a,MIMAT0000226,SPRR2C,NA,6702,other,19342367
mirnet-hsa-583,hsa-mir-196a,MIMAT0000226,S100A9,ENSG00000163220,6280,other,19342367
mirnet-hsa-584,hsa-mir-197,MIMAT0000227,FUS1,NA,NA,other,19671678
mirnet-hsa-585,hsa-mir-199a-5p,MIMAT0000231,FLAP,NA,NA,other,20194722
mirnet-hsa-586,hsa-mir-129-5p,MIMAT0000242,EIF2C3,NA,NA,other,18189265
mirnet-hsa-587,hsa-mir-129-5p,MIMAT0000242,CAMTA1,ENSG00000171735,23261,other,18189265
mirnet-hsa-588,hsa-mir-129-5p,MIMAT0000242,SOX4,ENSG00000124766,6659,Western blot,19887623
mirnet-hsa-589,hsa-mir-129-5p,MIMAT0000242,GALNT1,ENSG00000141429,2589,other,19487295
mirnet-hsa-590,hsa-mir-129-5p,MIMAT0000242,FNDC3b,NA,NA,other,19487295
mirnet-hsa-591,hsa-mir-129-5p,MIMAT0000242,TP53INP1,ENSG00000164938,94241,other,19487295
mirnet-hsa-592,hsa-mir-129-5p,MIMAT0000242,ETV6,ENSG00000139083,2120,other,19487295
mirnet-hsa-593,hsa-mir-129-5p,MIMAT0000242,TNPO1,ENSG00000083312,3842,other,19487295
mirnet-hsa-594,hsa-mir-129-5p,MIMAT0000242,ZFP91,ENSG00000186660,80829,other,19487295
mirnet-hsa-595,hsa-mir-129-5p,MIMAT0000242,PDS5A,ENSG00000121892,23244,other,19487295
mirnet-hsa-596,hsa-mir-129-5p,MIMAT0000242,BMPR2,ENSG00000204217,659,other,19487295
mirnet-hsa-597,hsa-mir-129-5p,MIMAT0000242,CDK6,ENSG00000105810,1021,Western blot,20404570
mirnet-hsa-598,hsa-mir-148a,MIMAT0000243,DNMT3B,ENSG00000088305,1789,Western blot,18367714
mirnet-hsa-599,hsa-mir-148a,MIMAT0000243,DNMT3B,ENSG00000088305,1789,other,18367714
mirnet-hsa-600,hsa-mir-148a,MIMAT0000243,NR1I2,ENSG00000144852,8856,Western blot,18268015
mirnet-hsa-601,hsa-mir-148a,MIMAT0000243,DNMT1,ENSG00000130816,1786,Western blot,20146264
mirnet-hsa-602,hsa-mir-148a,MIMAT0000243,MSK1,NA,NA,Western blot,20406806
mirnet-hsa-603,hsa-mir-148a,MIMAT0000243,CDNK1B,NA,NA,Western blot,21552422
mirnet-hsa-604,hsa-mir-30c,MIMAT0000244,UBE2I,ENSG00000103275,7329,Western blot,19223510
mirnet-hsa-605,hsa-mir-30d,MIMAT0000245,GNAI2,ENSG00000114353,2771,Western blot,20054866
mirnet-hsa-606,hsa-mir-147,MIMAT0000251,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-607,hsa-mir-7,MIMAT0000252,IRS2,ENSG00000185950,8660,Western blot,18483236
mirnet-hsa-608,hsa-mir-7,MIMAT0000252,IRS1,ENSG00000169047,3667,Western blot,18483236
mirnet-hsa-609,hsa-mir-7,MIMAT0000252,EGFR,ENSG00000146648,1956,Western blot,18483236
mirnet-hsa-610,hsa-mir-7,MIMAT0000252,RAF1,ENSG00000132155,5894,other,19072608
mirnet-hsa-611,hsa-mir-7,MIMAT0000252,EGFR,ENSG00000146648,1956,other,19073608
mirnet-hsa-612,hsa-mir-7,MIMAT0000252,PAK1,ENSG00000149269,5058,Western blot,18922890
mirnet-hsa-613,hsa-mir-7,MIMAT0000252,SNCA,ENSG00000145335,6622,Western blot,19628698
mirnet-hsa-614,hsa-mir-7,MIMAT0000252,CD98,NA,NA,Western blot,19892711
mirnet-hsa-615,hsa-mir-7,MIMAT0000252,EGFR,ENSG00000146648,1956,Western blot,21156648
mirnet-hsa-616,hsa-mir-7,MIMAT0000252,IRS2,ENSG00000185950,8660,Western blot,21156648
mirnet-hsa-617,hsa-mir-7,MIMAT0000252,TNK2,ENSG00000061938,10188,Western blot,21156648
mirnet-hsa-618,hsa-mir-10a,MIMAT0000253,HOXA1,ENSG00000105991,3198,Western blot,16549775
mirnet-hsa-619,hsa-mir-10a,MIMAT0000253,USF2,ENSG00000105698,7392,Western blot,19074828
mirnet-hsa-620,hsa-mir-10a,MIMAT0000253,SFRS1,NA,NA,Western blot,21118818
mirnet-hsa-621,hsa-mir-10a,MIMAT0000253,SFRS10,NA,NA,other,21118818
mirnet-hsa-622,hsa-mir-10a,MIMAT0000253,SFRS1,NA,NA,Western blot,20506192
mirnet-hsa-623,hsa-mir-10b,MIMAT0000254,HOXD10,ENSG00000128710,3236,Western blot,17898713
mirnet-hsa-624,hsa-mir-10b,MIMAT0000254,KLF4,ENSG00000136826,9314,Western blot,20075075
mirnet-hsa-625,hsa-mir-10b,MIMAT0000254,SFRS1,NA,NA,Western blot,21118818
mirnet-hsa-626,hsa-mir-10b,MIMAT0000254,SFRS10,NA,NA,other,21118818
mirnet-hsa-627,hsa-mir-34a,MIMAT0000255,DLL1,ENSG00000198719,28514,other,14697198
mirnet-hsa-628,hsa-mir-34a,MIMAT0000255,DLL1,ENSG00000275555,28514,other,14697198
mirnet-hsa-629,hsa-mir-34a,MIMAT0000255,NOTCH1,ENSG00000148400,4851,other,14697198
mirnet-hsa-630,hsa-mir-34a,MIMAT0000255,E2F3,ENSG00000112242,1871,Western blot,17297439
mirnet-hsa-631,hsa-mir-34a,MIMAT0000255,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-632,hsa-mir-34a,MIMAT0000255,BCL2,ENSG00000171791,596,Western blot,17656095
mirnet-hsa-633,hsa-mir-34a,MIMAT0000255,MYCN,ENSG00000134323,4613,Western blot,18504438
mirnet-hsa-634,hsa-mir-34a,MIMAT0000255,HMGA2,ENSG00000149948,8091,other,18803879
mirnet-hsa-635,hsa-mir-34a,MIMAT0000255,NOTCH1,ENSG00000148400,4851,other,18803879
mirnet-hsa-636,hsa-mir-34a,MIMAT0000255,BCL2,ENSG00000171791,596,Western blot,18803879
mirnet-hsa-637,hsa-mir-34a,MIMAT0000255,SIRT1,ENSG00000096717,23411,other,18755897
mirnet-hsa-638,hsa-mir-34a,MIMAT0000255,CDK6,ENSG00000105810,1021,Western blot,18834855
mirnet-hsa-639,hsa-mir-34a,MIMAT0000255,CCND1,ENSG00000110092,595,Western blot,18834855
mirnet-hsa-640,hsa-mir-34a,MIMAT0000255,E2F3,ENSG00000112242,1871,Western blot,18834855
mirnet-hsa-641,hsa-mir-34a,MIMAT0000255,BCL2,ENSG00000171791,596,Western blot,18834855
mirnet-hsa-642,hsa-mir-34a,MIMAT0000255,BCL2,ENSG00000171791,596,Western blot,20433755
mirnet-hsa-643,hsa-mir-34a,MIMAT0000255,MYC,ENSG00000136997,4609,Western blot,20212154
mirnet-hsa-644,hsa-mir-34a,MIMAT0000255,NOTCH1,ENSG00000148400,4851,Western blot,20351093
mirnet-hsa-645,hsa-mir-34a,MIMAT0000255,JAG1,ENSG00000101384,182,Western blot,20351093
mirnet-hsa-646,hsa-mir-34a,MIMAT0000255,MAP2K1,ENSG00000169032,5604,Western blot,20299489
mirnet-hsa-647,hsa-mir-34a,MIMAT0000255,MET,ENSG00000105976,4233,Western blot,19773441
mirnet-hsa-648,hsa-mir-34a,MIMAT0000255,Notch-1,NA,NA,Western blot,19773441
mirnet-hsa-649,hsa-mir-34a,MIMAT0000255,NOTCH2,ENSG00000134250,4853,Western blot,19773441
mirnet-hsa-650,hsa-mir-34a,MIMAT0000255,MYB,ENSG00000118513,4602,Western blot,19584398
mirnet-hsa-651,hsa-mir-34a,MIMAT0000255,WNT1,ENSG00000125084,7471,other,19398721
mirnet-hsa-652,hsa-mir-34a,MIMAT0000255,AXIN2,ENSG00000168646,8313,other,19336450
mirnet-hsa-653,hsa-mir-34a,MIMAT0000255,CD44,ENSG00000026508,960,Western blot,21240262
mirnet-hsa-654,hsa-mir-34a,MIMAT0000255,Axl,NA,NA,Western blot,21317930
mirnet-hsa-655,hsa-mir-34a,MIMAT0000255,EphA5,NA,NA,Western blot,22079638
mirnet-hsa-656,hsa-mir-34a,MIMAT0000255,NOTCH1,ENSG00000148400,4851,other,17150773
mirnet-hsa-657,hsa-mir-181a,MIMAT0000256,HOXA11,ENSG00000005073,3207,Western blot,16489342
mirnet-hsa-658,hsa-mir-181a,MIMAT0000256,TAF6L,ENSG00000162227,10629,other,18728182
mirnet-hsa-659,hsa-mir-181a,MIMAT0000256,CDKN1B,ENSG00000111276,1027,Western blot,19273599
mirnet-hsa-660,hsa-mir-181a,MIMAT0000256,BCL2,ENSG00000171791,596,Western blot,20204284
mirnet-hsa-661,hsa-mir-181a,MIMAT0000256,PLAG1,ENSG00000181690,5324,other,19692702
mirnet-hsa-662,hsa-mir-181a,MIMAT0000256,ESR1,ENSG00000091831,2099,other,19684618
mirnet-hsa-663,hsa-mir-181a,MIMAT0000256,CDX2,ENSG00000165556,1045,Western blot,19585654
mirnet-hsa-664,hsa-mir-181a,MIMAT0000256,GATA6,ENSG00000141448,2627,Western blot,19585654
mirnet-hsa-665,hsa-mir-181a,MIMAT0000256,NLK,ENSG00000087095,51701,Western blot,19585654
mirnet-hsa-666,hsa-mir-181b,MIMAT0000257,TCL1A,ENSG00000100721,8115,Western blot,17178851
mirnet-hsa-667,hsa-mir-181b,MIMAT0000257,VSNL1,ENSG00000163032,7447,other,18184693
mirnet-hsa-668,hsa-mir-181b,MIMAT0000257,GRIA2,ENSG00000120251,2891,other,18184693
mirnet-hsa-669,hsa-mir-181b,MIMAT0000257,TAF6L,ENSG00000162227,10629,other,18728182
mirnet-hsa-670,hsa-mir-181b,MIMAT0000257,PLAG1,ENSG00000181690,5324,other,19692702
mirnet-hsa-671,hsa-mir-181b,MIMAT0000257,ESR1,ENSG00000091831,2099,other,19684618
mirnet-hsa-672,hsa-mir-181b,MIMAT0000257,CDX2,ENSG00000165556,1045,Western blot,19585654
mirnet-hsa-673,hsa-mir-181b,MIMAT0000257,GATA6,ENSG00000141448,2627,Western blot,19585654
mirnet-hsa-674,hsa-mir-181b,MIMAT0000257,NLK,ENSG00000087095,51701,Western blot,19585654
mirnet-hsa-675,hsa-mir-181b,MIMAT0000257,TIMP3,ENSG00000100234,7078,Western blot,22009755
mirnet-hsa-676,hsa-mir-181c,MIMAT0000258,NOTCH4,ENSG00000204301,4855,Western blot,20080834
mirnet-hsa-677,hsa-mir-181c,MIMAT0000258,NOTCH4,ENSG00000223355,4855,Western blot,20080834
mirnet-hsa-678,hsa-mir-181c,MIMAT0000258,NOTCH4,ENSG00000206312,4855,Western blot,20080834
mirnet-hsa-679,hsa-mir-181c,MIMAT0000258,NOTCH4,ENSG00000235396,4855,Western blot,20080834
mirnet-hsa-680,hsa-mir-181c,MIMAT0000258,NOTCH4,ENSG00000238196,4855,Western blot,20080834
mirnet-hsa-681,hsa-mir-181c,MIMAT0000258,NOTCH4,ENSG00000234876,4855,Western blot,20080834
mirnet-hsa-682,hsa-mir-181c,MIMAT0000258,NOTCH4,ENSG00000232339,4855,Western blot,20080834
mirnet-hsa-683,hsa-mir-181c,MIMAT0000258,KRAS,ENSG00000133703,3845,other,20080834
mirnet-hsa-684,hsa-mir-181c,MIMAT0000258,CDX2,ENSG00000165556,1045,Western blot,19585654
mirnet-hsa-685,hsa-mir-181c,MIMAT0000258,GATA6,ENSG00000141448,2627,Western blot,19585654
mirnet-hsa-686,hsa-mir-181c,MIMAT0000258,NLK,ENSG00000087095,51701,Western blot,19585654
mirnet-hsa-687,hsa-mir-182,MIMAT0000259,ADCY6,ENSG00000174233,112,other,17597072
mirnet-hsa-688,hsa-mir-182,MIMAT0000259,MITF,ENSG00000187098,4286,other,17597072
mirnet-hsa-689,hsa-mir-182,MIMAT0000259,RARG,ENSG00000172819,5916,Western blot,19782699
mirnet-hsa-690,hsa-mir-182,MIMAT0000259,IGF-IR,NA,NA,Western blot,19502786
mirnet-hsa-691,hsa-mir-183,MIMAT0000261,EZR,ENSG00000092820,7430,Western blot,18840437
mirnet-hsa-692,hsa-mir-183,MIMAT0000261,KRTAP3-2,ENSG00000212900,83897,other,18840437
mirnet-hsa-693,hsa-mir-183,MIMAT0000261,KRTAP3-2,ENSG00000263296,83897,other,18840437
mirnet-hsa-694,hsa-mir-183,MIMAT0000261,RUNX1T1,ENSG00000079102,862,other,18840437
mirnet-hsa-695,hsa-mir-183,MIMAT0000261,FOXO1,ENSG00000150907,2308,Western blot,20028871
mirnet-hsa-696,hsa-mir-183,MIMAT0000261,BTRC,ENSG00000166167,8945,Western blot,19647520
mirnet-hsa-697,hsa-mir-199b-5p,MIMAT0000263,LAMC2,ENSG00000058085,3918,other,15131085
mirnet-hsa-698,hsa-mir-199b-5p,MIMAT0000263,SET,ENSG00000119335,6418,Western blot,19900756
mirnet-hsa-699,hsa-mir-199b-5p,MIMAT0000263,Dyrk1a,NA,NA,other,21102440
mirnet-hsa-700,hsa-mir-199b-5p,MIMAT0000263,Axl,NA,NA,other,21317930
mirnet-hsa-701,hsa-mir-203,MIMAT0000264,SOCS3,ENSG00000184557,9021,other,17622355
mirnet-hsa-702,hsa-mir-203,MIMAT0000264,TP63,ENSG00000073282,8626,other,18483491
mirnet-hsa-703,hsa-mir-203,MIMAT0000264,ABL1,ENSG00000097007,25,immunoblotting,18538733
mirnet-hsa-704,hsa-mir-204,MIMAT0000265,SPDEF,ENSG00000124664,25803,other,18922924
mirnet-hsa-705,hsa-mir-204,MIMAT0000265,CTSC,ENSG00000109861,1075,other,20369013
mirnet-hsa-706,hsa-mir-204,MIMAT0000265,MMP3,ENSG00000149968,4314,other,20369013
mirnet-hsa-707,hsa-mir-204,MIMAT0000265,MMP9,ENSG00000100985,4318,other,20369013
mirnet-hsa-708,hsa-mir-204,MIMAT0000265,BMP1,ENSG00000168487,649,other,20369013
mirnet-hsa-709,hsa-mir-204,MIMAT0000265,CDH11,ENSG00000140937,1009,other,20369013
mirnet-hsa-710,hsa-mir-204,MIMAT0000265,ARPC1B,ENSG00000130429,10095,other,20369013
mirnet-hsa-711,hsa-mir-204,MIMAT0000265,ITGB4,ENSG00000132470,3691,other,20369013
mirnet-hsa-712,hsa-mir-204,MIMAT0000265,SHC1,ENSG00000160691,6464,other,20369013
mirnet-hsa-713,hsa-mir-204,MIMAT0000265,EFNB1,ENSG00000090776,1947,other,20369013
mirnet-hsa-714,hsa-mir-204,MIMAT0000265,CDC25B,ENSG00000101224,994,other,20369013
mirnet-hsa-715,hsa-mir-204,MIMAT0000265,AURKB,ENSG00000178999,9212,other,20369013
mirnet-hsa-716,hsa-mir-204,MIMAT0000265,ERF,ENSG00000105722,2077,other,20369013
mirnet-hsa-717,hsa-mir-204,MIMAT0000265,HOXB7,ENSG00000260027,3217,other,20369013
mirnet-hsa-718,hsa-mir-204,MIMAT0000265,SOX4,ENSG00000124766,6659,other,20369013
mirnet-hsa-719,hsa-mir-204,MIMAT0000265,HMGA2,ENSG00000149948,8091,other,20369013
mirnet-hsa-720,hsa-mir-204,MIMAT0000265,ATP2B1,ENSG00000070961,490,other,20369013
mirnet-hsa-721,hsa-mir-204,MIMAT0000265,FBN2,ENSG00000138829,2201,other,20369013
mirnet-hsa-722,hsa-mir-204,MIMAT0000265,SPARC,ENSG00000113140,6678,other,20369013
mirnet-hsa-723,hsa-mir-205,MIMAT0000266,ZEB2,ENSG00000169554,9839,other,18376396
mirnet-hsa-724,hsa-mir-205,MIMAT0000266,ZEB1,ENSG00000148516,6935,other,18376396
mirnet-hsa-725,hsa-mir-205,MIMAT0000266,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-726,hsa-mir-205,MIMAT0000266,INPPL1,ENSG00000165458,3636,other,19033458
mirnet-hsa-727,hsa-mir-205,MIMAT0000266,VEGFA,ENSG00000112715,7422,other,19238171
mirnet-hsa-728,hsa-mir-205,MIMAT0000266,ERBB3,ENSG00000065361,2065,Western blot,19238171
mirnet-hsa-729,hsa-mir-205,MIMAT0000266,ZEB2,ENSG00000169554,9839,other,19244118
mirnet-hsa-730,hsa-mir-205,MIMAT0000266,PRKCE,ENSG00000171132,5581,Immunostaining,19244118
mirnet-hsa-731,hsa-mir-205,MIMAT0000266,ERBB3,ENSG00000065361,2065,Western blot,19276373
mirnet-hsa-732,hsa-mir-205,MIMAT0000266,MED1,ENSG00000125686,5469,Western blot,20065103
mirnet-hsa-733,hsa-mir-210,MIMAT0000267,EFNA3,ENSG00000143590,1944,Western blot,18417479
mirnet-hsa-734,hsa-mir-210,MIMAT0000267,MNT,ENSG00000070444,4335,Western blot,19652553
mirnet-hsa-735,hsa-mir-210,MIMAT0000267,CASP8AP2,ENSG00000118412,9994,other,19721136
mirnet-hsa-736,hsa-mir-210,MIMAT0000267,CASP8AP2,ENSG00000288475,9994,other,19721136
mirnet-hsa-737,hsa-mir-210,MIMAT0000267,VMP1,ENSG00000062716,81671,Western blot,22144109
mirnet-hsa-738,hsa-mir-212,MIMAT0000269,TJP1,ENSG00000104067,7082,Western blot,18162065
mirnet-hsa-739,hsa-mir-212,MIMAT0000269,TJP1,ENSG00000277401,7082,Western blot,18162065
mirnet-hsa-740,hsa-mir-214,MIMAT0000271,PTEN,ENSG00000171862,5728,Western blot,18199536
mirnet-hsa-741,hsa-mir-214,MIMAT0000271,PTEN,ENSG00000284792,5728,Western blot,18199536
mirnet-hsa-742,hsa-mir-214,MIMAT0000271,ZBTB20,ENSG00000181722,26137,other,21654638
mirnet-hsa-743,hsa-mir-215,MIMAT0000272,DHFR,ENSG00000228716,1719,Western blot,20433742
mirnet-hsa-744,hsa-mir-215,MIMAT0000272,TYMS,ENSG00000176890,7298,Western blot,20433742
mirnet-hsa-745,hsa-mir-215,MIMAT0000272,DTL,ENSG00000143476,51514,Western blot,20433742
mirnet-hsa-746,hsa-mir-215,MIMAT0000272,WNK1,ENSG00000060237,65125,Western blot,20813867
mirnet-hsa-747,hsa-mir-217,MIMAT0000274,NR4A2,ENSG00000153234,4929,other,19885849
mirnet-hsa-748,hsa-mir-217,MIMAT0000274,IRS1,ENSG00000169047,3667,Western blot,19502786
mirnet-hsa-749,hsa-mir-217,MIMAT0000274,KRAS,ENSG00000133703,3845,Western blot,20675343
mirnet-hsa-750,hsa-mir-218,MIMAT0000275,LAMB3,ENSG00000196878,3914,other,17998940
mirnet-hsa-751,hsa-mir-218,MIMAT0000275,ECOP,NA,NA,N/A,19168627
mirnet-hsa-752,hsa-mir-218,MIMAT0000275,NACC1,ENSG00000160877,112939,N/A,19168627
mirnet-hsa-753,hsa-mir-218,MIMAT0000275,LASP1,ENSG00000002834,3927,N/A,19168627
mirnet-hsa-754,hsa-mir-218,MIMAT0000275,MAFG,ENSG00000197063,4097,N/A,19168627
mirnet-hsa-755,hsa-mir-218,MIMAT0000275,NFE2L1,ENSG00000082641,4779,N/A,19168627
mirnet-hsa-756,hsa-mir-218,MIMAT0000275,COL1A1,ENSG00000108821,1277,Western blot,19913496
mirnet-hsa-757,hsa-mir-218,MIMAT0000275,SP1,ENSG00000185591,6667,Western blot,19913496
mirnet-hsa-758,hsa-mir-218,MIMAT0000275,ECOP,NA,NA,other,19890957
mirnet-hsa-759,hsa-mir-221,MIMAT0000278,KIT,ENSG00000157404,3815,Western blot,16330772
mirnet-hsa-760,hsa-mir-221,MIMAT0000278,CDKN1B,ENSG00000111276,1027,other,18155131
mirnet-hsa-761,hsa-mir-221,MIMAT0000278,CDKN1B,ENSG00000111276,1027,Western blot,17721077
mirnet-hsa-762,hsa-mir-221,MIMAT0000278,CDKN1B,ENSG00000111276,1027,Western blot,18413744
mirnet-hsa-763,hsa-mir-221,MIMAT0000278,CDKN1C,ENSG00000129757,1028,Western blot,18413744
mirnet-hsa-764,hsa-mir-221,MIMAT0000278,CDKN1C,ENSG00000273707,1028,Western blot,18413744
mirnet-hsa-765,hsa-mir-221,MIMAT0000278,CDKN1B,ENSG00000111276,1027,Western blot,18417445
mirnet-hsa-766,hsa-mir-221,MIMAT0000278,CDKN1B,ENSG00000111276,1027,Western blot,17569667
mirnet-hsa-767,hsa-mir-221,MIMAT0000278,CDKN1B,ENSG00000111276,1027,Western blot,17627278
mirnet-hsa-768,hsa-mir-221,MIMAT0000278,CDKN1C,ENSG00000129757,1028,other,18521080
mirnet-hsa-769,hsa-mir-221,MIMAT0000278,CDKN1C,ENSG00000273707,1028,other,18521080
mirnet-hsa-770,hsa-mir-221,MIMAT0000278,ESR1,ENSG00000091831,2099,Western blot,18790736
mirnet-hsa-771,hsa-mir-221,MIMAT0000278,CDKN1B,ENSG00000111276,1027,Western blot,18708351
mirnet-hsa-772,hsa-mir-221,MIMAT0000278,CDKN1B,ENSG00000111276,1027,Western blot,19107213
mirnet-hsa-773,hsa-mir-221,MIMAT0000278,KIT,ENSG00000157404,3815,Western blot,19126397
mirnet-hsa-774,hsa-mir-221,MIMAT0000278,FOS,ENSG00000170345,2353,other,20299489
mirnet-hsa-775,hsa-mir-221,MIMAT0000278,DDIT4,ENSG00000168209,54541,Western blot,20018759
mirnet-hsa-776,hsa-mir-221,MIMAT0000278,BNIP3L,ENSG00000104765,665,Western blot,20018759
mirnet-hsa-777,hsa-mir-221,MIMAT0000278,TBK1,ENSG00000183735,29110,Western blot,20018759
mirnet-hsa-778,hsa-mir-221,MIMAT0000278,ICAM1,ENSG00000090339,3383,Western blot,20110463
mirnet-hsa-779,hsa-mir-221,MIMAT0000278,BMF,ENSG00000104081,90427,Western blot,19671867
mirnet-hsa-780,hsa-mir-221,MIMAT0000278,BIM,NA,NA,other,19438724
